object_id,status,valid_from,valid_to,is_current
1618,строится,2023-04-01,2025-04-01,False
1618,введён,2025-04-01,,True
1619,запланирован,2024-12-01,2026-05-01,False
1619,строится,2026-05-01,,True
1620,запланирован,2020-04-01,2020-08-01,False
1620,строится,2020-08-01,2023-11-01,False
1620,введён,2023-11-01,,True
1621,запланирован,2026-10-01,,True
1622,запланирован,2020-03-01,2021-02-01,False
1622,строится,2021-02-01,2024-03-01,False
1622,введён,2024-03-01,,True
1623,запланирован,2027-12-01,,True
1624,запланирован,2021-07-01,2022-11-01,False
1624,строится,2022-11-01,2024-04-01,False
1624,введён,2024-04-01,,True
1625,запланирован,2027-05-01,,True
1626,запланирован,2024-06-01,2024-12-01,False
1626,строится,2024-12-01,2026-04-01,False
1626,введён,2026-04-01,,True
1627,запланирован,2025-02-01,2026-02-01,False
1627,строится,2026-02-01,,True
1628,запланирован,2018-12-01,2019-03-01,False
1628,строится,2019-03-01,2022-12-01,False
1628,введён,2022-12-01,,True
1629,запланирован,2026-11-01,,True
1630,запланирован,2015-06-01,2016-06-01,False
1630,строится,2016-06-01,2020-01-01,False
1630,введён,2020-01-01,,True
1631,запланирован,2018-01-01,2018-05-01,False
1631,строится,2018-05-01,2019-11-01,False
1631,введён,2019-11-01,,True
1632,запланирован,2024-12-01,2025-03-01,False
1632,строится,2025-03-01,,True
1633,запланирован,2026-03-01,,True
1634,запланирован,2018-04-01,2018-07-01,False
1634,строится,2018-07-01,2019-08-01,False
1634,введён,2019-08-01,,True
1635,запланирован,2021-12-01,2023-04-01,False
1635,строится,2023-04-01,2025-12-01,False
1635,введён,2025-12-01,,True
1636,запланирован,2021-06-01,2022-02-01,False
1636,строится,2022-02-01,2023-02-01,False
1636,введён,2023-02-01,,True
1637,запланирован,2018-07-01,2019-04-01,False
1637,строится,2019-04-01,2022-05-01,False
1637,введён,2022-05-01,,True
1638,запланирован,2023-05-01,2024-08-01,False
1638,строится,2024-08-01,,True
1639,запланирован,2017-08-01,2019-01-01,False
1639,строится,2019-01-01,2020-08-01,False
1639,введён,2020-08-01,,True
1640,запланирован,2019-03-01,2020-02-01,False
1640,строится,2020-02-01,2023-09-01,False
1640,введён,2023-09-01,,True
1641,запланирован,2023-12-01,2024-12-01,False
1641,строится,2024-12-01,2026-01-01,False
1641,введён,2026-01-01,,True
1642,запланирован,2024-11-01,2025-12-01,False
1642,строится,2025-12-01,,True
1643,запланирован,2014-11-01,2015-05-01,False
1643,строится,2015-05-01,2019-01-01,False
1643,введён,2019-01-01,,True
1644,запланирован,2024-04-01,2025-06-01,False
1644,строится,2025-06-01,2026-04-01,False
1644,введён,2026-04-01,,True
1645,запланирован,2024-08-01,2025-03-01,False
1645,строится,2025-03-01,,True
1646,запланирован,2022-07-01,2023-02-01,False
1646,строится,2023-02-01,,True
1647,запланирован,2028-04-01,,True
1648,запланирован,2018-06-01,2018-10-01,False
1648,строится,2018-10-01,2020-08-01,False
1648,введён,2020-08-01,,True
1649,запланирован,2023-04-01,2024-01-01,False
1649,строится,2024-01-01,2025-09-01,False
1649,введён,2025-09-01,,True
1650,запланирован,2015-03-01,2016-04-01,False
1650,строится,2016-04-01,2019-10-01,False
1650,введён,2019-10-01,,True
1651,запланирован,2017-05-01,2017-12-01,False
1651,строится,2017-12-01,2020-06-01,False
1651,введён,2020-06-01,,True
1652,запланирован,2025-01-01,2026-02-01,False
1652,строится,2026-02-01,,True
1653,запланирован,2017-08-01,2018-12-01,False
1653,строится,2018-12-01,2019-09-01,False
1653,введён,2019-09-01,,True
1654,запланирован,2018-12-01,2020-04-01,False
1654,строится,2020-04-01,2023-07-01,False
1654,введён,2023-07-01,,True
1655,запланирован,2026-04-01,,True
1656,запланирован,2026-06-01,,True
1657,запланирован,2021-04-01,2022-02-01,False
1657,строится,2022-02-01,2023-06-01,False
1657,введён,2023-06-01,,True
1658,запланирован,2023-06-01,2024-02-01,False
1658,строится,2024-02-01,,True
1659,запланирован,2023-03-01,2024-08-01,False
1659,строится,2024-08-01,2025-07-01,False
1659,введён,2025-07-01,,True
1660,запланирован,2015-06-01,2015-11-01,False
1660,строится,2015-11-01,2019-05-01,False
1660,введён,2019-05-01,,True
1661,запланирован,2027-04-01,,True
1662,запланирован,2026-05-01,,True
1663,запланирован,2026-10-01,,True
1664,запланирован,2016-06-01,2016-10-01,False
1664,строится,2016-10-01,2020-04-01,False
1664,введён,2020-04-01,,True
1665,запланирован,2021-02-01,2022-04-01,False
1665,строится,2022-04-01,2024-02-01,False
1665,введён,2024-02-01,,True
1666,запланирован,2025-03-01,2026-01-01,False
1666,строится,2026-01-01,,True
1667,запланирован,2027-04-01,,True
1668,запланирован,2021-04-01,2022-09-01,False
1668,строится,2022-09-01,2025-09-01,False
1668,введён,2025-09-01,,True
1669,запланирован,2025-08-01,2026-07-01,False
1669,строится,2026-07-01,,True
1670,запланирован,2018-07-01,2019-03-01,False
1670,строится,2019-03-01,2021-03-01,False
1670,введён,2021-03-01,,True
1671,запланирован,2027-06-01,,True
1672,запланирован,2023-02-01,2024-01-01,False
1672,строится,2024-01-01,2024-09-01,False
1672,введён,2024-09-01,,True
1673,запланирован,2026-02-01,,True
1674,запланирован,2016-04-01,2017-06-01,False
1674,строится,2017-06-01,2020-01-01,False
1674,введён,2020-01-01,,True
1675,запланирован,2021-11-01,2022-05-01,False
1675,строится,2022-05-01,2024-05-01,False
1675,введён,2024-05-01,,True
1676,запланирован,2025-04-01,2026-01-01,False
1676,строится,2026-01-01,,True
1677,запланирован,2024-01-01,2025-06-01,False
1677,строится,2025-06-01,2026-01-01,False
1677,введён,2026-01-01,,True
1678,запланирован,2018-05-01,2018-10-01,False
1678,строится,2018-10-01,2021-03-01,False
1678,введён,2021-03-01,,True
1679,запланирован,2025-01-01,2025-10-01,False
1679,строится,2025-10-01,,True
1680,запланирован,2026-02-01,,True
1681,запланирован,2024-04-01,2024-09-01,False
1681,строится,2024-09-01,2026-03-01,False
1681,введён,2026-03-01,,True
1682,запланирован,2022-07-01,2023-07-01,False
1682,строится,2023-07-01,2026-07-01,False
1682,введён,2026-07-01,,True
1683,запланирован,2017-06-01,2018-06-01,False
1683,строится,2018-06-01,2021-12-01,False
1683,введён,2021-12-01,,True
1684,запланирован,2023-11-01,2024-10-01,False
1684,строится,2024-10-01,2026-06-01,False
1684,введён,2026-06-01,,True
1685,запланирован,2020-11-01,2022-02-01,False
1685,строится,2022-02-01,2026-01-01,False
1685,введён,2026-01-01,,True
1686,запланирован,2025-04-01,2026-02-01,False
1686,строится,2026-02-01,,True
1687,запланирован,2023-01-01,2024-02-01,False
1687,строится,2024-02-01,,True
1688,запланирован,2017-04-01,2017-12-01,False
1688,строится,2017-12-01,2019-09-01,False
1688,введён,2019-09-01,,True
1689,запланирован,2020-11-01,2021-08-01,False
1689,строится,2021-08-01,2022-09-01,False
1689,введён,2022-09-01,,True
1690,запланирован,2022-08-01,2024-01-01,False
1690,строится,2024-01-01,2024-10-01,False
1690,введён,2024-10-01,,True
1691,запланирован,2026-04-01,,True
1692,запланирован,2018-08-01,2018-12-01,False
1692,строится,2018-12-01,2022-04-01,False
1692,введён,2022-04-01,,True
1693,запланирован,2024-12-01,2025-05-01,False
1693,строится,2025-05-01,,True
1694,запланирован,2026-03-01,,True
1695,запланирован,2023-08-01,2024-11-01,False
1695,строится,2024-11-01,2026-01-01,False
1695,введён,2026-01-01,,True
1696,запланирован,2020-09-01,2021-01-01,False
1696,строится,2021-01-01,2022-08-01,False
1696,введён,2022-08-01,,True
1697,запланирован,2016-07-01,2017-12-01,False
1697,строится,2017-12-01,2020-04-01,False
1697,введён,2020-04-01,,True
1698,запланирован,2015-11-01,2016-09-01,False
1698,строится,2016-09-01,2020-04-01,False
1698,введён,2020-04-01,,True
1699,запланирован,2026-07-01,,True
1700,запланирован,2020-03-01,2020-06-01,False
1700,строится,2020-06-01,2021-10-01,False
1700,введён,2021-10-01,,True
1701,запланирован,2020-09-01,2021-07-01,False
1701,строится,2021-07-01,2022-02-01,False
1701,введён,2022-02-01,,True
1702,запланирован,2015-10-01,2016-09-01,False
1702,строится,2016-09-01,2019-07-01,False
1702,введён,2019-07-01,,True
1703,запланирован,2016-03-01,2017-02-01,False
1703,строится,2017-02-01,2019-11-01,False
1703,введён,2019-11-01,,True
1704,запланирован,2029-01-01,,True
1705,запланирован,2019-09-01,2020-01-01,False
1705,строится,2020-01-01,2020-11-01,False
1705,введён,2020-11-01,,True
1706,запланирован,2016-03-01,2016-12-01,False
1706,строится,2016-12-01,2018-07-01,False
1706,введён,2018-07-01,,True
1707,запланирован,2019-03-01,2020-05-01,False
1707,строится,2020-05-01,2021-06-01,False
1707,введён,2021-06-01,,True
1708,запланирован,2020-02-01,2021-07-01,False
1708,строится,2021-07-01,2022-10-01,False
1708,введён,2022-10-01,,True
1709,запланирован,2022-07-01,2023-12-01,False
1709,строится,2023-12-01,2024-06-01,False
1709,введён,2024-06-01,,True
1710,запланирован,2016-06-01,2017-09-01,False
1710,строится,2017-09-01,2020-05-01,False
1710,введён,2020-05-01,,True
1711,запланирован,2018-10-01,2019-12-01,False
1711,строится,2019-12-01,2022-05-01,False
1711,введён,2022-05-01,,True
1712,запланирован,2018-02-01,2018-11-01,False
1712,строится,2018-11-01,2020-05-01,False
1712,введён,2020-05-01,,True
1713,запланирован,2020-06-01,2021-06-01,False
1713,строится,2021-06-01,2024-01-01,False
1713,введён,2024-01-01,,True
1714,запланирован,2023-01-01,2023-04-01,False
1714,строится,2023-04-01,2026-06-01,False
1714,введён,2026-06-01,,True
1715,запланирован,2017-12-01,2019-02-01,False
1715,строится,2019-02-01,2020-06-01,False
1715,введён,2020-06-01,,True
1716,запланирован,2026-03-01,,True
1717,запланирован,2029-09-01,,True
1718,запланирован,2028-12-01,,True
1719,запланирован,2022-05-01,2023-08-01,False
1719,строится,2023-08-01,2025-01-01,False
1719,введён,2025-01-01,,True
1720,запланирован,2022-01-01,2023-02-01,False
1720,строится,2023-02-01,2026-06-01,False
1720,введён,2026-06-01,,True
1721,запланирован,2020-04-01,2021-03-01,False
1721,строится,2021-03-01,2023-11-01,False
1721,введён,2023-11-01,,True
1722,запланирован,2028-11-01,,True
1723,запланирован,2021-04-01,2022-06-01,False
1723,строится,2022-06-01,2024-09-01,False
1723,введён,2024-09-01,,True
1724,запланирован,2015-10-01,2016-06-01,False
1724,строится,2016-06-01,2019-11-01,False
1724,введён,2019-11-01,,True
1725,запланирован,2016-08-01,2017-10-01,False
1725,строится,2017-10-01,2020-11-01,False
1725,введён,2020-11-01,,True
1726,запланирован,2028-06-01,,True
1727,запланирован,2019-12-01,2021-03-01,False
1727,строится,2021-03-01,2023-05-01,False
1727,введён,2023-05-01,,True
1728,запланирован,2022-04-01,2022-11-01,False
1728,строится,2022-11-01,2025-02-01,False
1728,введён,2025-02-01,,True
1729,запланирован,2025-06-01,2026-04-01,False
1729,строится,2026-04-01,,True
1730,запланирован,2025-12-01,,True
1731,запланирован,2015-10-01,2016-08-01,False
1731,строится,2016-08-01,2020-03-01,False
1731,введён,2020-03-01,,True
1732,запланирован,2020-06-01,2021-10-01,False
1732,строится,2021-10-01,2025-02-01,False
1732,введён,2025-02-01,,True
1733,запланирован,2018-01-01,2019-03-01,False
1733,строится,2019-03-01,2020-05-01,False
1733,введён,2020-05-01,,True
1734,запланирован,2023-07-01,2024-05-01,False
1734,строится,2024-05-01,,True
1735,запланирован,2023-01-01,2024-03-01,False
1735,строится,2024-03-01,2024-12-01,False
1735,введён,2024-12-01,,True
1736,запланирован,2023-02-01,2024-06-01,False
1736,строится,2024-06-01,,True
1737,запланирован,2020-04-01,2021-04-01,False
1737,строится,2021-04-01,2022-11-01,False
1737,введён,2022-11-01,,True
1738,запланирован,2026-03-01,2026-08-01,False
1738,строится,2026-08-01,,True
1739,запланирован,2026-12-01,,True
1740,запланирован,2027-02-01,,True
1741,запланирован,2020-08-01,2021-12-01,False
1741,строится,2021-12-01,2024-05-01,False
1741,введён,2024-05-01,,True
1742,запланирован,2020-03-01,2020-08-01,False
1742,строится,2020-08-01,2023-02-01,False
1742,введён,2023-02-01,,True
1743,запланирован,2024-10-01,2025-10-01,False
1743,строится,2025-10-01,,True
1744,запланирован,2026-05-01,,True
1745,запланирован,2026-11-01,,True
1746,запланирован,2025-09-01,2026-08-01,False
1746,строится,2026-08-01,,True
1747,запланирован,2030-04-01,,True
1748,запланирован,2027-11-01,,True
1749,запланирован,2023-05-01,2024-05-01,False
1749,строится,2024-05-01,2026-03-01,False
1749,введён,2026-03-01,,True
1750,запланирован,2027-09-01,,True
1751,запланирован,2019-05-01,2019-09-01,False
1751,строится,2019-09-01,2022-03-01,False
1751,введён,2022-03-01,,True
1752,запланирован,2026-12-01,,True
1753,запланирован,2025-12-01,,True
1754,запланирован,2017-09-01,2018-01-01,False
1754,строится,2018-01-01,2021-03-01,False
1754,введён,2021-03-01,,True
1755,запланирован,2024-09-01,2025-12-01,False
1755,строится,2025-12-01,,True
1756,запланирован,2014-01-01,2015-06-01,False
1756,строится,2015-06-01,2019-04-01,False
1756,введён,2019-04-01,,True
1757,запланирован,2020-01-01,2021-05-01,False
1757,строится,2021-05-01,2022-10-01,False
1757,введён,2022-10-01,,True
1758,запланирован,2020-03-01,2021-02-01,False
1758,строится,2021-02-01,2024-04-01,False
1758,введён,2024-04-01,,True
1759,запланирован,2023-03-01,2023-07-01,False
1759,строится,2023-07-01,,True
1760,запланирован,2023-01-01,2023-08-01,False
1760,строится,2023-08-01,2025-12-01,False
1760,введён,2025-12-01,,True
1761,запланирован,2025-11-01,2026-08-01,False
1761,строится,2026-08-01,,True
1762,запланирован,2020-09-01,2021-09-01,False
1762,строится,2021-09-01,2025-03-01,False
1762,введён,2025-03-01,,True
1763,запланирован,2026-08-01,,True
1764,запланирован,2018-11-01,2019-03-01,False
1764,строится,2019-03-01,2019-09-01,False
1764,введён,2019-09-01,,True
1765,запланирован,2028-04-01,,True
1766,запланирован,2024-02-01,2024-09-01,False
1766,строится,2024-09-01,2026-04-01,False
1766,введён,2026-04-01,,True
1767,запланирован,2026-02-01,,True
1768,запланирован,2018-07-01,2019-09-01,False
1768,строится,2019-09-01,2022-04-01,False
1768,введён,2022-04-01,,True
1769,запланирован,2022-07-01,2023-09-01,False
1769,строится,2023-09-01,2024-12-01,False
1769,введён,2024-12-01,,True
1770,запланирован,2020-09-01,2021-08-01,False
1770,строится,2021-08-01,2024-05-01,False
1770,введён,2024-05-01,,True
1771,запланирован,2024-08-01,2026-01-01,False
1771,строится,2026-01-01,,True
1772,запланирован,2020-02-01,2020-08-01,False
1772,строится,2020-08-01,2022-09-01,False
1772,введён,2022-09-01,,True
1773,запланирован,2026-10-01,,True
1774,запланирован,2020-05-01,2020-10-01,False
1774,строится,2020-10-01,2022-08-01,False
1774,введён,2022-08-01,,True
1775,запланирован,2027-02-01,,True
1776,запланирован,2024-10-01,2025-07-01,False
1776,строится,2025-07-01,,True
1777,запланирован,2025-03-01,2025-12-01,False
1777,строится,2025-12-01,,True
1778,запланирован,2027-10-01,,True
1779,запланирован,2025-11-01,,True
1780,запланирован,2028-01-01,,True
1781,запланирован,2018-04-01,2019-08-01,False
1781,строится,2019-08-01,2022-02-01,False
1781,введён,2022-02-01,,True
1782,запланирован,2020-04-01,2021-05-01,False
1782,строится,2021-05-01,2022-04-01,False
1782,введён,2022-04-01,,True
1783,запланирован,2015-12-01,2016-05-01,False
1783,строится,2016-05-01,2020-04-01,False
1783,введён,2020-04-01,,True
1784,запланирован,2025-07-01,2026-02-01,False
1784,строится,2026-02-01,,True
1785,запланирован,2029-03-01,,True
1786,запланирован,2027-05-01,,True
1787,запланирован,2018-12-01,2019-04-01,False
1787,строится,2019-04-01,2020-01-01,False
1787,введён,2020-01-01,,True
1788,запланирован,2025-02-01,2026-04-01,False
1788,строится,2026-04-01,,True
1789,запланирован,2025-09-01,,True
1790,запланирован,2020-10-01,2022-01-01,False
1790,строится,2022-01-01,2024-05-01,False
1790,введён,2024-05-01,,True
1791,запланирован,2025-03-01,2026-06-01,False
1791,строится,2026-06-01,,True
1792,запланирован,2022-10-01,2023-11-01,False
1792,строится,2023-11-01,,True
1793,запланирован,2016-01-01,2017-06-01,False
1793,строится,2017-06-01,2020-02-01,False
1793,введён,2020-02-01,,True
1794,запланирован,2019-12-01,2020-12-01,False
1794,строится,2020-12-01,2024-08-01,False
1794,введён,2024-08-01,,True
1795,запланирован,2015-06-01,2016-06-01,False
1795,строится,2016-06-01,2019-11-01,False
1795,введён,2019-11-01,,True
1796,запланирован,2025-04-01,2026-03-01,False
1796,строится,2026-03-01,,True
1797,запланирован,2023-07-01,2023-12-01,False
1797,строится,2023-12-01,2026-04-01,False
1797,введён,2026-04-01,,True
1798,запланирован,2017-05-01,2018-09-01,False
1798,строится,2018-09-01,2020-07-01,False
1798,введён,2020-07-01,,True
1799,запланирован,2024-08-01,2025-09-01,False
1799,строится,2025-09-01,,True
1800,запланирован,2019-01-01,2019-12-01,False
1800,строится,2019-12-01,2023-08-01,False
1800,введён,2023-08-01,,True
1801,запланирован,2024-08-01,2026-01-01,False
1801,строится,2026-01-01,,True
1802,запланирован,2023-08-01,2024-06-01,False
1802,строится,2024-06-01,,True
1803,запланирован,2017-01-01,2017-09-01,False
1803,строится,2017-09-01,2019-10-01,False
1803,введён,2019-10-01,,True
1804,запланирован,2018-08-01,2019-02-01,False
1804,строится,2019-02-01,2019-09-01,False
1804,введён,2019-09-01,,True
1805,запланирован,2028-01-01,,True
1806,запланирован,2019-08-01,2020-11-01,False
1806,строится,2020-11-01,2024-05-01,False
1806,введён,2024-05-01,,True
1807,запланирован,2022-02-01,2022-06-01,False
1807,строится,2022-06-01,2025-11-01,False
1807,введён,2025-11-01,,True
1808,запланирован,2021-05-01,2021-08-01,False
1808,строится,2021-08-01,2024-06-01,False
1808,введён,2024-06-01,,True
1809,запланирован,2025-02-01,2025-06-01,False
1809,строится,2025-06-01,2026-05-01,False
1809,введён,2026-05-01,,True
1810,запланирован,2025-04-01,2026-01-01,False
1810,строится,2026-01-01,,True
1811,запланирован,2017-02-01,2018-06-01,False
1811,строится,2018-06-01,2019-11-01,False
1811,введён,2019-11-01,,True
1812,запланирован,2024-01-01,2025-03-01,False
1812,строится,2025-03-01,,True
1813,запланирован,2027-05-01,,True
1814,запланирован,2017-10-01,2019-03-01,False
1814,строится,2019-03-01,2021-10-01,False
1814,введён,2021-10-01,,True
1815,запланирован,2017-04-01,2018-07-01,False
1815,строится,2018-07-01,2022-01-01,False
1815,введён,2022-01-01,,True
1816,запланирован,2021-01-01,2021-12-01,False
1816,строится,2021-12-01,2025-11-01,False
1816,введён,2025-11-01,,True
1817,запланирован,2022-04-01,2023-02-01,False
1817,строится,2023-02-01,,True
1818,запланирован,2025-04-01,2025-07-01,False
1818,строится,2025-07-01,,True
1819,запланирован,2026-05-01,,True
1820,запланирован,2026-04-01,,True
1821,запланирован,2021-10-01,2022-05-01,False
1821,строится,2022-05-01,2025-04-01,False
1821,введён,2025-04-01,,True
1822,запланирован,2018-05-01,2019-03-01,False
1822,строится,2019-03-01,2019-10-01,False
1822,введён,2019-10-01,,True
1823,запланирован,2025-01-01,2025-12-01,False
1823,строится,2025-12-01,,True
1824,запланирован,2017-08-01,2018-11-01,False
1824,строится,2018-11-01,2022-03-01,False
1824,введён,2022-03-01,,True
1825,запланирован,2024-01-01,2025-02-01,False
1825,строится,2025-02-01,,True
1826,запланирован,2023-05-01,2024-07-01,False
1826,строится,2024-07-01,2026-03-01,False
1826,введён,2026-03-01,,True
1827,запланирован,2028-09-01,,True
1828,запланирован,2018-06-01,2018-11-01,False
1828,строится,2018-11-01,2020-12-01,False
1828,введён,2020-12-01,,True
1829,запланирован,2025-06-01,2025-12-01,False
1829,строится,2025-12-01,,True
1830,запланирован,2022-08-01,2023-11-01,False
1830,строится,2023-11-01,2026-04-01,False
1830,введён,2026-04-01,,True
1831,запланирован,2016-08-01,2017-11-01,False
1831,строится,2017-11-01,2019-06-01,False
1831,введён,2019-06-01,,True
1832,запланирован,2021-08-01,2022-05-01,False
1832,строится,2022-05-01,2023-05-01,False
1832,введён,2023-05-01,,True
1833,запланирован,2021-11-01,2022-04-01,False
1833,строится,2022-04-01,2023-12-01,False
1833,введён,2023-12-01,,True
1834,запланирован,2027-01-01,,True
1835,запланирован,2024-04-01,2024-08-01,False
1835,строится,2024-08-01,,True
1836,запланирован,2015-12-01,2017-02-01,False
1836,строится,2017-02-01,2020-11-01,False
1836,введён,2020-11-01,,True
1837,запланирован,2015-10-01,2017-02-01,False
1837,строится,2017-02-01,2018-09-01,False
1837,введён,2018-09-01,,True
1838,запланирован,2018-12-01,2019-07-01,False
1838,строится,2019-07-01,2021-08-01,False
1838,введён,2021-08-01,,True
1839,запланирован,2019-04-01,2020-02-01,False
1839,строится,2020-02-01,2020-08-01,False
1839,введён,2020-08-01,,True
1840,запланирован,2016-12-01,2017-09-01,False
1840,строится,2017-09-01,2021-03-01,False
1840,введён,2021-03-01,,True
1841,запланирован,2025-03-01,2025-08-01,False
1841,строится,2025-08-01,2026-07-01,False
1841,введён,2026-07-01,,True
1842,запланирован,2026-08-01,,True
1843,запланирован,2020-08-01,2021-09-01,False
1843,строится,2021-09-01,2022-12-01,False
1843,введён,2022-12-01,,True
1844,запланирован,2016-04-01,2017-08-01,False
1844,строится,2017-08-01,2020-05-01,False
1844,введён,2020-05-01,,True
1845,запланирован,2025-03-01,2025-09-01,False
1845,строится,2025-09-01,,True
1846,запланирован,2026-08-01,,True
1847,запланирован,2027-06-01,,True
1848,запланирован,2026-02-01,,True
1849,запланирован,2022-06-01,2022-10-01,False
1849,строится,2022-10-01,2023-08-01,False
1849,введён,2023-08-01,,True
1850,запланирован,2025-12-01,,True
1851,запланирован,2022-02-01,2022-06-01,False
1851,строится,2022-06-01,2025-05-01,False
1851,введён,2025-05-01,,True
1852,запланирован,2026-08-01,,True
1853,запланирован,2023-03-01,2024-02-01,False
1853,строится,2024-02-01,2026-05-01,False
1853,введён,2026-05-01,,True
1854,запланирован,2027-09-01,,True
1855,запланирован,2018-06-01,2018-12-01,False
1855,строится,2018-12-01,2021-11-01,False
1855,введён,2021-11-01,,True
1856,запланирован,2024-01-01,2024-12-01,False
1856,строится,2024-12-01,,True
1857,запланирован,2024-02-01,2024-11-01,False
1857,строится,2024-11-01,,True
1858,запланирован,2026-12-01,,True
1859,запланирован,2019-07-01,2020-03-01,False
1859,строится,2020-03-01,2022-01-01,False
1859,введён,2022-01-01,,True
1860,запланирован,2019-07-01,2020-06-01,False
1860,строится,2020-06-01,2023-02-01,False
1860,введён,2023-02-01,,True
1861,запланирован,2018-04-01,2018-08-01,False
1861,строится,2018-08-01,2021-03-01,False
1861,введён,2021-03-01,,True
1862,запланирован,2021-12-01,2023-02-01,False
1862,строится,2023-02-01,,True
1863,запланирован,2019-04-01,2020-08-01,False
1863,строится,2020-08-01,2022-12-01,False
1863,введён,2022-12-01,,True
1864,запланирован,2014-06-01,2015-10-01,False
1864,строится,2015-10-01,2019-04-01,False
1864,введён,2019-04-01,,True
1865,запланирован,2026-05-01,,True
1866,запланирован,2027-10-01,,True
1867,запланирован,2023-08-01,2024-04-01,False
1867,строится,2024-04-01,,True
1868,запланирован,2021-07-01,2022-08-01,False
1868,строится,2022-08-01,2024-11-01,False
1868,введён,2024-11-01,,True
1869,запланирован,2028-02-01,,True
1870,запланирован,2021-11-01,2023-04-01,False
1870,строится,2023-04-01,,True
1871,запланирован,2024-03-01,2025-08-01,False
1871,строится,2025-08-01,2026-04-01,False
1871,введён,2026-04-01,,True
1872,запланирован,2024-03-01,2025-03-01,False
1872,строится,2025-03-01,2025-09-01,False
1872,введён,2025-09-01,,True
1873,запланирован,2025-03-01,2026-05-01,False
1873,строится,2026-05-01,,True
1874,запланирован,2018-04-01,2018-08-01,False
1874,строится,2018-08-01,2020-09-01,False
1874,введён,2020-09-01,,True
1875,запланирован,2025-03-01,2025-07-01,False
1875,строится,2025-07-01,,True
1876,запланирован,2026-03-01,2026-08-01,False
1876,строится,2026-08-01,,True
1877,запланирован,2025-03-01,2025-11-01,False
1877,строится,2025-11-01,,True
1878,запланирован,2020-07-01,2021-11-01,False
1878,строится,2021-11-01,2025-08-01,False
1878,введён,2025-08-01,,True
1879,запланирован,2022-03-01,2023-08-01,False
1879,строится,2023-08-01,2025-12-01,False
1879,введён,2025-12-01,,True
1880,запланирован,2027-01-01,,True
1881,запланирован,2021-09-01,2022-11-01,False
1881,строится,2022-11-01,2023-07-01,False
1881,введён,2023-07-01,,True
1882,запланирован,2017-06-01,2018-05-01,False
1882,строится,2018-05-01,2021-12-01,False
1882,введён,2021-12-01,,True
1883,запланирован,2018-05-01,2019-09-01,False
1883,строится,2019-09-01,2020-08-01,False
1883,введён,2020-08-01,,True
1884,запланирован,2017-03-01,2018-07-01,False
1884,строится,2018-07-01,2021-03-01,False
1884,введён,2021-03-01,,True
1885,запланирован,2026-05-01,,True
1886,запланирован,2028-05-01,,True
1887,запланирован,2027-09-01,,True
1888,запланирован,2018-03-01,2019-05-01,False
1888,строится,2019-05-01,2022-10-01,False
1888,введён,2022-10-01,,True
1889,запланирован,2023-01-01,2023-10-01,False
1889,строится,2023-10-01,2024-12-01,False
1889,введён,2024-12-01,,True
1890,запланирован,2027-03-01,,True
1891,запланирован,2026-12-01,,True
1892,запланирован,2015-10-01,2016-10-01,False
1892,строится,2016-10-01,2019-10-01,False
1892,введён,2019-10-01,,True
1893,запланирован,2023-03-01,2024-05-01,False
1893,строится,2024-05-01,,True
1894,запланирован,2022-09-01,2023-07-01,False
1894,строится,2023-07-01,2024-11-01,False
1894,введён,2024-11-01,,True
1895,запланирован,2018-02-01,2019-07-01,False
1895,строится,2019-07-01,2021-03-01,False
1895,введён,2021-03-01,,True
1896,запланирован,2015-11-01,2016-04-01,False
1896,строится,2016-04-01,2019-12-01,False
1896,введён,2019-12-01,,True
1897,запланирован,2026-05-01,,True
1898,запланирован,2020-03-01,2021-02-01,False
1898,строится,2021-02-01,2025-01-01,False
1898,введён,2025-01-01,,True
1899,запланирован,2020-12-01,2021-04-01,False
1899,строится,2021-04-01,2024-12-01,False
1899,введён,2024-12-01,,True
1900,запланирован,2020-06-01,2021-08-01,False
1900,строится,2021-08-01,2023-09-01,False
1900,введён,2023-09-01,,True
1901,запланирован,2020-08-01,2021-03-01,False
1901,строится,2021-03-01,2021-12-01,False
1901,введён,2021-12-01,,True
1902,запланирован,2017-08-01,2018-02-01,False
1902,строится,2018-02-01,2021-01-01,False
1902,введён,2021-01-01,,True
1903,запланирован,2019-08-01,2019-12-01,False
1903,строится,2019-12-01,2022-02-01,False
1903,введён,2022-02-01,,True
1904,запланирован,2022-04-01,2022-10-01,False
1904,строится,2022-10-01,2025-04-01,False
1904,введён,2025-04-01,,True
1905,запланирован,2028-09-01,,True
1906,запланирован,2018-07-01,2019-10-01,False
1906,строится,2019-10-01,2023-09-01,False
1906,введён,2023-09-01,,True
1907,запланирован,2016-12-01,2017-09-01,False
1907,строится,2017-09-01,2021-08-01,False
1907,введён,2021-08-01,,True
1908,запланирован,2024-04-01,2025-02-01,False
1908,строится,2025-02-01,2026-02-01,False
1908,введён,2026-02-01,,True
1909,запланирован,2021-09-01,2022-12-01,False
1909,строится,2022-12-01,2023-07-01,False
1909,введён,2023-07-01,,True
1910,запланирован,2028-02-01,,True
1911,запланирован,2022-04-01,2023-02-01,False
1911,строится,2023-02-01,,True
1912,запланирован,2025-06-01,2026-03-01,False
1912,строится,2026-03-01,,True
1913,запланирован,2019-04-01,2020-08-01,False
1913,строится,2020-08-01,2022-04-01,False
1913,введён,2022-04-01,,True
1914,запланирован,2022-08-01,2023-08-01,False
