object_id,developer_id,region_id,planned_year,planned_quarter
1152,15269,24,2020,4
1153,15554,24,2028,3
1154,24212,24,2024,1
1155,2100,24,2029,4
1156,37995,24,2026,4
1157,12765,24,2023,2
1158,14459,44,2019,3
1159,13411,38,2027,4
1160,14472,31,2023,4
1161,14490,42,2023,2
1162,13971,32,2020,2
1163,12544,32,2027,3
1164,7037,32,2024,4
1165,26916,32,2027,1
1166,16305,32,2028,2
1167,14499,56,2028,2
1168,6452,56,2030,1
1169,14034,51,2021,4
1170,11700,36,2025,4
1171,14522,36,2019,4
1172,20507,48,2022,4
1173,4762,48,2022,2
1174,6181,48,2030,1
1175,13624,67,2025,4
1176,15281,67,2028,1
1177,14254,66,2026,3
1178,14189,1,2027,1
1179,8285,3,2025,4
1180,8086,3,2023,4
1181,17412,3,2028,4
1182,2803,2,2019,2
1183,14384,4,2027,4
1184,14491,7,2019,1
1185,18604,7,2029,1
1186,14418,5,2024,2
1187,14579,9,2023,3
1188,18983,9,2021,4
1189,6684,9,2022,3
1190,30234,9,2030,2
1191,13683,13,2025,1
1192,14753,11,2019,4
1193,18904,11,2023,4
1194,14605,16,2024,4
1195,14486,27,2028,1
1196,6422,23,2027,1
1197,14300,23,2019,3
1198,14486,22,2023,2
1199,11314,25,2026,3
1200,22743,24,2030,1
1201,7703,24,2022,3
1202,14594,31,2020,1
1203,14701,33,2021,4
1204,19074,20,2026,1
1205,13062,21,2021,2
1206,13867,40,2022,2
1207,7637,26,2019,3
1208,78,26,2028,4
1209,156,26,2021,3
1210,18358,26,2020,2
1211,13603,26,2028,2
1212,6884,26,2028,2
1213,20215,26,2029,3
1214,15941,26,2023,3
1215,24527,26,2021,1
1216,18615,26,2025,4
1217,33981,26,2023,1
1218,13278,26,2024,1
1219,6889,26,2029,1
1220,16106,26,2021,4
1221,12750,52,2026,2
1222,14138,56,2027,2
1223,26921,56,2028,1
1224,34715,56,2022,1
1225,44030,56,2027,3
1226,16862,56,2028,1
1227,13155,56,2028,2
1228,17315,56,2026,3
1229,17171,56,2025,1
1230,14573,47,2027,4
1231,14671,45,2020,2
1232,14210,61,2027,2
1233,14457,61,2025,2
1234,14444,68,2029,4
1235,13274,48,2020,4
1236,14287,69,2021,2
1237,17711,75,2023,2
1238,13542,75,2027,1
1239,12628,75,2023,4
1240,14604,62,2025,3
1241,14493,84,2023,4
1242,14801,3,2027,4
1243,13486,3,2024,3
1244,16260,3,2020,4
1245,14820,3,2024,3
1246,14781,3,2019,2
1247,14619,3,2030,3
1248,14453,4,2022,1
1249,13981,6,2028,3
1250,14267,6,2025,3
1251,6240,6,2029,2
1252,38657,8,2025,1
1253,10959,5,2029,3
1254,17747,5,2025,4
1255,33829,5,2022,1
1256,10371,5,2030,2
1257,31671,5,2028,4
1258,14472,5,2019,2
1259,14656,9,2028,4
1260,27013,9,2025,3
1261,39574,9,2026,1
1262,18767,9,2023,4
1263,22904,9,2029,1
1264,5025,9,2025,1
1265,14506,9,2026,3
1266,2438,11,2023,4
1267,6098,11,2023,4
1268,28520,11,2028,3
1269,20350,11,2024,4
1270,11304,11,2027,1
1271,27447,11,2024,1
1272,14268,15,2023,1
1273,16796,15,2022,4
1274,14311,10,2019,1
1275,956,10,2028,2
1276,14624,10,2026,2
1277,18653,10,2026,2
1278,26292,12,2026,4
1279,16732,12,2024,3
1280,2147,12,2027,3
1281,14279,12,2024,1
1282,13700,17,2030,3
1283,22095,27,2019,2
1284,22534,27,2024,4
1285,14536,19,2026,1
1286,14646,19,2022,1
1287,13450,30,2022,1
1288,14244,30,2023,2
1289,14610,30,2020,1
1290,17642,31,2029,2
1291,22430,31,2029,2
1292,20207,31,2024,2
1293,8521,31,2026,2
1294,14744,38,2030,3
1295,24944,38,2023,2
1296,14602,38,2030,3
1297,9081,33,2025,2
1298,12337,21,2022,4
1299,3064,21,2025,4
1300,14715,21,2021,2
1301,2080,21,2028,4
1302,25574,21,2019,1
1303,17804,34,2025,3
1304,15038,56,2025,1
1305,20507,51,2020,4
1306,4762,51,2030,1
1307,6181,51,2028,4
1308,2458,48,2025,1
1309,7175,48,2029,4
1310,6582,48,2021,3
1311,4054,48,2024,4
1312,17621,48,2027,2
1313,16883,48,2028,3
1314,18794,48,2023,3
1315,18585,48,2023,4
1316,18432,48,2025,3
1317,15075,71,2029,1
1318,16624,60,2020,1
1319,14637,60,2022,1
1320,14391,72,2026,2
1321,14354,74,2027,4
1322,14697,1,2021,2
1323,14460,3,2029,2
1324,14294,6,2030,4
1325,14762,5,2024,4
1326,14252,13,2030,3
1327,13849,29,2021,2
1328,22503,29,2019,1
1329,15041,29,2020,1
1330,15162,16,2024,2
1331,17711,18,2023,2
1332,13542,18,2022,1
1333,12628,18,2022,1
1334,11720,19,2029,2
1335,14786,19,2019,3
1336,12725,30,2029,4
1337,19445,30,2030,3
1338,18841,21,2030,2
1339,163,21,2027,3
1340,69,21,2024,4
1341,23955,21,2024,3
1342,1048,21,2029,4
1343,13767,21,2027,4
1344,15090,41,2030,4
1345,14632,65,2030,3
1346,13971,36,2026,2
1347,12544,36,2029,4
1348,7037,36,2022,4
1349,26916,36,2023,2
1350,16305,36,2020,3
1351,15206,66,2021,1
1352,14557,1,2024,1
1353,8574,3,2020,1
1354,13213,7,2025,1
1355,15320,8,2022,4
1356,19459,8,2026,4
1357,12683,5,2029,2
1358,13744,29,2019,4
1359,12640,29,2021,4
1360,12319,29,2019,1
1361,19412,29,2022,3
1362,16501,29,2019,4
1363,18839,29,2024,3
1364,17601,15,2024,1
1365,7924,17,2022,3
1366,39403,17,2030,2
1367,13124,17,2027,3
1368,18872,17,2026,3
1369,15186,17,2025,1
1370,16637,17,2025,2
1371,16381,17,2022,1
1372,71,17,2023,4
1373,17848,17,2029,4
1374,17355,17,2020,4
1375,15346,17,2027,1
1376,20958,10,2030,3
1377,17642,16,2026,2
1378,22430,16,2024,2
1379,20207,16,2030,3
1380,8521,16,2023,2
1381,25640,27,2019,1
1382,3373,18,2024,4
1383,15324,19,2021,3
1384,15361,35,2020,3
1385,18723,35,2029,2
1386,17711,28,2021,3
1387,13542,28,2025,1
1388,12628,28,2022,4
1389,30164,28,2020,1
1390,1946,28,2024,2
1391,14810,38,2020,4
1392,15398,33,2029,1
1393,18993,32,2026,2
1394,14492,32,2025,1
1395,1339,54,2021,4
1396,19490,54,2020,4
1397,15368,54,2026,2
1398,15220,69,2020,1
1399,16688,48,2019,2
1400,14800,83,2028,1
1401,15367,1,2022,2
1402,15137,1,2028,4
1403,15027,4,2027,2
1404,17768,4,2030,3
1405,15417,4,2029,3
1406,15298,7,2028,3
1407,15039,8,2023,3
1408,14636,8,2021,4
1409,15369,5,2029,1
1410,13831,9,2027,4
1411,15429,11,2028,4
1412,14677,11,2026,3
1413,15477,29,2022,3
1414,14431,29,2029,2
1415,15374,12,2028,3
1416,19045,27,2026,1
1417,23596,27,2025,1
1418,135,27,2029,4
1419,24905,27,2029,2
1420,34535,27,2030,4
1421,17328,27,2026,3
1422,8975,27,2019,1
1423,5513,27,2022,1
1424,15424,16,2026,1
1425,15248,23,2026,1
1426,14938,19,2024,4
1427,2217,19,2023,2
1428,18451,19,2019,1
1429,24515,19,2022,1
1430,14729,24,2029,2
1431,13045,30,2030,3
1432,32679,30,2019,3
1433,17344,38,2022,4
1434,15473,38,2020,2
1435,15169,31,2022,2
1436,13142,52,2021,4
1437,23087,42,2021,1
1438,17861,42,2024,1
1439,20342,42,2023,3
1440,14469,42,2021,2
1441,15449,47,2020,2
1442,705,65,2023,1
1443,7637,68,2019,4
1444,78,68,2022,4
1445,156,68,2024,3
1446,18358,68,2022,4
1447,13603,68,2023,2
1448,6884,68,2029,2
1449,20215,68,2026,1
1450,15941,68,2021,3
1451,24527,68,2019,2
1452,18615,68,2027,1
1453,33981,68,2026,4
1454,13278,68,2025,4
1455,6889,68,2020,2
1456,16106,68,2027,4
1457,15252,46,2027,4
1458,29757,51,2029,3
1459,27058,67,2029,3
1460,8117,67,2019,1
1461,18612,67,2029,2
1462,24723,67,2019,3
1463,16471,67,2022,1
1464,24257,67,2023,3
1465,874,67,2020,2
1466,15302,67,2022,4
1467,8904,67,2023,4
1468,15254,67,2021,4
1469,15511,75,2030,2
1470,19277,75,2022,2
1471,15467,66,2026,3
1472,15328,83,2028,4
1473,14642,1,2027,3
1474,15592,1,2030,3
1475,12743,1,2027,2
1476,28453,1,2029,1
1477,43811,1,2024,4
1478,12435,1,2028,2
1479,22265,1,2026,1
1480,15503,1,2023,1
1481,15392,13,2023,2
1482,19262,13,2028,4
1483,12560,11,2024,4
1484,9344,11,2026,3
1485,13701,11,2023,1
1486,17162,29,2020,4
1487,18832,29,2030,4
1488,29586,15,2023,3
1489,15128,16,2026,2
1490,1825,16,2026,3
1491,30019,16,2028,3
1492,15251,14,2025,1
1493,20385,14,2022,3
1494,24849,14,2023,1
1495,6447,14,2030,2
1496,19278,14,2025,2
1497,15587,23,2022,3
1498,15505,18,2020,1
1499,3962,30,2023,1
1500,23387,30,2020,3
1501,10001,30,2029,1
1502,571,30,2030,2
1503,10466,30,2021,3
1504,17693,25,2028,1
1505,17820,25,2028,1
1506,17206,25,2023,4
1507,27694,25,2019,2
1508,20631,25,2025,4
1509,33241,25,2027,3
1510,15192,44,2020,2
1511,15414,44,2022,2
1512,10770,38,2022,4
1513,16112,38,2025,3
1514,23931,21,2020,1
1515,15382,33,2027,2
1516,8582,42,2023,2
1517,11408,26,2024,2
1518,12141,26,2028,1
1519,10398,26,2022,3
1520,32123,26,2024,3
1521,43952,26,2023,1
1522,3635,26,2030,1
1523,210,57,2030,1
1524,15326,50,2026,2
1525,39298,50,2026,2
1526,15157,1,2022,1
1527,15599,4,2029,2
1528,15123,7,2020,1
1529,15149,5,2022,2
1530,15696,13,2021,2
1531,15900,11,2021,3
1532,14137,29,2030,2
1533,15572,15,2019,3
1534,15496,15,2020,4
1535,15234,15,2023,2
1536,13660,10,2025,3
1537,15568,10,2020,3
1538,14334,18,2030,2
1539,15952,24,2021,2
1540,15288,24,2029,4
1541,15066,22,2019,3
1542,15453,38,2023,3
1543,15903,20,2023,3
1544,15310,33,2027,1
1545,15555,37,2025,2
1546,15883,57,2019,1
1547,17242,42,2029,3
1548,15227,42,2026,1
1549,29463,42,2022,3
1550,17898,40,2024,1
1551,17679,40,2028,2
1552,9506,40,2029,4
1553,16577,40,2022,1
1554,15678,45,2024,1
1555,14634,65,2024,3
1556,34452,54,2023,2
1557,9953,51,2022,2
1558,16408,53,2021,1
1559,15043,60,2030,1
1560,15553,71,2020,4
1561,11616,83,2028,2
1562,14451,81,2025,4
1563,16022,1,2026,3
1564,15746,4,2021,2
1565,1957,4,2028,4
1566,937,4,2020,1
1567,15427,3,2023,2
1568,13995,2,2023,4
1569,15522,7,2021,1
1570,15888,7,2019,4
1571,15285,6,2030,4
1572,15966,8,2025,2
1573,14242,8,2023,4
1574,15892,8,2021,3
1575,28157,5,2028,3
1576,1645,13,2020,3
1577,16049,13,2022,1
1578,1741,9,2023,2
1579,13485,11,2020,4
1580,14497,11,2026,3
1581,6881,11,2029,2
1582,14807,12,2030,4
1583,15176,12,2030,4
1584,15660,12,2024,2
1585,15032,12,2027,1
1586,6471,15,2028,2
1587,24985,15,2026,2
1588,15855,17,2021,4
1589,15697,35,2028,3
1590,18983,23,2025,3
1591,6684,23,2030,4
1592,30234,23,2026,1
1593,15580,14,2026,4
1594,15864,18,2021,2
1595,15968,18,2023,2
1596,15687,28,2022,4
1597,15721,38,2020,4
1598,15267,38,2030,1
1599,15991,44,2027,4
1600,15860,44,2024,2
1601,15571,22,2029,2
1602,11689,24,2028,4
1603,14529,37,2019,3
1604,16026,57,2030,2
1605,14332,40,2022,3
1606,16013,56,2028,2
1607,17587,56,2029,2
1608,18964,56,2025,4
1609,15848,56,2028,1
1610,2622,56,2026,3
1611,11369,56,2024,3
1612,15923,54,2023,3
1613,16452,51,2020,3
1614,12915,51,2027,2
1615,6336,51,2025,4
1616,12075,49,2030,2
1617,17246,60,2026,3
1618,16113,79,2025,3
1619,16194,1,2028,1
1620,15898,1,2022,3
1621,42,1,2029,4
1622,15982,7,2024,2
1623,16136,7,2030,4
1624,16989,7,2024,3
1625,17880,7,2028,1
1626,13769,7,2025,1
1627,18711,8,2029,1
1628,15570,8,2022,3
1629,19469,8,2029,4
1630,13045,8,2019,3
1631,32679,8,2020,2
1632,16007,13,2027,2
1633,2438,13,2030,2
1634,6098,13,2019,2
1635,28520,13,2025,1
1636,20350,13,2022,1
1637,11304,13,2022,4
1638,27447,13,2027,1
1639,13772,5,2021,1
1640,14420,5,2023,2
1641,22743,9,2026,3
1642,7703,9,2028,3
1643,15482,29,2019,1
1644,16064,29,2026,4
1645,15616,29,2028,3
1646,1104,15,2026,4
1647,9897,12,2029,3
1648,24492,17,2020,2
1649,14970,17,2025,3
1650,18605,17,2019,2
1651,16110,35,2019,1
1652,18497,18,2025,4
1653,20587,18,2019,4
1654,16355,30,2023,4
1655,15284,30,2028,3
1656,15964,44,2028,4
1657,15961,38,2022,2
1658,18046,22,2028,1
1659,16078,22,2024,3
1660,17607,22,2019,4
1661,2618,22,2029,3
1662,16902,33,2030,3
1663,19355,33,2028,3
1664,32247,33,2020,4
1665,15821,33,2024,2
1666,19487,33,2029,1
1667,10571,33,2028,3
1668,11671,20,2025,2
1669,15243,20,2027,4
1670,16060,45,2020,3
1671,3603,54,2030,2
1672,14443,62,2024,2
1673,10343,62,2027,2
1674,15957,60,2020,2
1675,3669,58,2024,3
1676,7774,58,2026,3
1677,16148,4,2026,3
1678,16024,4,2020,2
1679,15942,3,2028,3
1680,17693,8,2028,2
1681,17820,8,2025,3
1682,17206,8,2025,3
1683,27694,8,2021,3
1684,20631,8,2025,2
1685,33241,8,2025,4
1686,16258,8,2027,3
1687,15716,9,2026,4
1688,16355,5,2020,1
1689,15284,5,2021,2
1690,36591,5,2023,4
1691,17164,5,2028,2
1692,15183,5,2022,3
1693,16404,5,2027,3
1694,28145,5,2027,3
1695,14572,5,2025,4
1696,32342,5,2022,2
1697,12266,11,2020,4
1698,15149,29,2020,3
1699,12967,10,2029,3
1700,16296,10,2021,4
1701,17442,19,2022,2
1702,15431,16,2019,4
1703,17663,23,2019,4
1704,15544,23,2030,1
1705,16089,28,2020,3
1706,14404,25,2019,1
1707,15303,44,2020,1
1708,18481,44,2022,3
1709,6630,44,2024,3
1710,15456,24,2020,4
1711,24661,24,2021,2
1712,15582,24,2019,3
1713,16314,31,2022,4
1714,16143,31,2026,4
1715,16326,57,2019,4
1716,2779,57,2029,3
1717,2932,57,2030,4
1718,2217,40,2029,4
1719,18451,40,2024,2
1720,24515,40,2025,1
1721,7637,34,2022,4
1722,78,34,2030,3
1723,156,34,2024,4
1724,18358,34,2020,2
1725,13603,34,2019,4
1726,6884,34,2029,3
1727,20215,34,2023,3
1728,15941,34,2025,2
1729,24527,34,2027,1
1730,18615,34,2030,2
1731,33981,34,2020,3
1732,13278,34,2024,2
1733,6889,34,2019,1
1734,16106,34,2026,4
1735,16386,46,2025,2
1736,7315,47,2026,2
1737,16268,47,2023,2
1738,18865,47,2027,2
1739,16219,54,2029,1
1740,15609,54,2029,3
1741,16274,66,2023,2
1742,24846,70,2022,4
1743,24971,70,2028,2
1744,28928,70,2029,1
1745,17818,70,2030,4
1746,13697,70,2026,3
1747,22662,70,2030,4
1748,16210,67,2030,2
1749,1119,78,2024,4
1750,40585,78,2030,1
1751,17684,78,2022,1
1752,6202,78,2029,3
1753,3877,78,2027,4
1754,19404,78,2021,1
1755,20310,78,2028,3
1756,16480,78,2019,4
1757,9318,78,2022,1
1758,14080,78,2024,1
1759,20079,78,2027,3
1760,17283,78,2025,1
1761,11736,73,2029,1
1762,13253,1,2024,1
1763,14351,1,2027,4
1764,18866,1,2019,3
1765,15984,1,2030,4
1766,16192,4,2025,2
1767,22673,4,2026,4
1768,14292,4,2022,2
1769,16074,3,2024,1
1770,15937,3,2023,4
1771,15628,2,2026,3
1772,15430,2,2022,3
1773,14539,8,2027,3
1774,13486,6,2021,4
1775,16260,6,2029,1
1776,14820,6,2027,3
1777,15695,9,2027,3
1778,16304,5,2029,2
1779,16160,11,2027,4
1780,16050,29,2030,2
1781,11408,29,2021,1
1782,12141,29,2022,2
1783,10398,29,2020,2
1784,32123,29,2029,2
1785,43952,29,2029,1
1786,3635,29,2029,4
1787,16543,29,2019,4
1788,15353,12,2027,1
1789,16396,17,2029,1
1790,21126,19,2023,2
1791,16220,19,2029,3
1792,15385,19,2026,1
1793,1516,16,2019,4
1794,28784,16,2024,3
1795,18743,16,2019,3
1796,14191,16,2025,4
1797,1433,23,2026,3
1798,16422,23,2020,3
1799,23435,23,2027,3
1800,16352,14,2023,2
1801,27013,30,2028,1
1802,39574,30,2027,3
1803,18767,30,2020,2
1804,16303,30,2019,2
1805,16451,44,2028,1
1806,23317,44,2023,2
1807,13778,44,2026,1
1808,16013,24,2023,3
1809,17587,24,2025,4
1810,18964,24,2029,4
1811,15848,24,2019,4
1812,2622,24,2027,1
1813,11369,24,2030,4
1814,16033,31,2020,3
1815,7924,20,2021,2
1816,39403,20,2024,4
1817,13124,20,2027,1
1818,18872,20,2028,1
1819,15186,20,2028,4
1820,16637,20,2029,2
1821,16381,20,2025,1
1822,71,20,2019,1
1823,17848,20,2028,1
1824,17355,20,2021,4
1825,12640,21,2029,2
1826,12319,21,2026,1
1827,19412,21,2030,1
1828,16501,21,2021,2
1829,15366,37,2026,3
1830,16537,57,2025,2
1831,658,32,2019,1
1832,9919,32,2022,3
1833,16215,42,2023,4
1834,16117,26,2030,4
1835,16458,26,2027,2
1836,12556,43,2020,4
1837,16139,65,2019,1
1838,16207,65,2020,4
1839,15675,54,2020,3
1840,15520,51,2021,2
1841,31295,59,2026,3
1842,12810,67,2029,2
1843,17756,67,2021,3
1844,16348,70,2020,4
1845,36591,75,2026,1
1846,17164,75,2028,3
1847,15183,75,2029,2
1848,16404,75,2028,3
1849,28145,75,2022,2
1850,12469,72,2027,1
1851,16102,81,2024,1
1852,16498,81,2030,2
1853,16380,83,2025,1
1854,18840,83,2030,4
1855,16325,76,2021,1
1856,21418,76,2026,4
1857,16408,1,2027,4
1858,2438,4,2027,3
1859,6098,4,2021,3
1860,28520,4,2022,3
1861,20350,4,2019,4
1862,11304,4,2027,1
1863,27447,4,2022,3
1864,15488,4,2019,2
1865,15534,3,2030,1
1866,1119,8,2030,2
1867,40585,8,2028,2
1868,17684,8,2025,1
1869,6202,8,2029,3
1870,3877,8,2027,3
1871,19404,8,2025,1
1872,20310,8,2024,2
1873,16480,8,2027,4
1874,9318,8,2019,4
1875,14080,8,2026,2
1876,20079,8,2026,2
1877,17283,8,2029,2
1878,16094,13,2025,4
1879,32884,9,2024,3
1880,14048,29,2028,3
1881,15179,12,2022,2
1882,10435,19,2022,2
1883,16579,16,2020,4
1884,2646,14,2021,3
1885,904,14,2027,4
1886,7257,14,2030,2
1887,16612,18,2027,3
1888,16393,18,2022,2
1889,16664,44,2023,4
1890,15959,38,2027,4
1891,32828,38,2028,4
1892,16471,25,2019,4
1893,24257,25,2026,2
1894,874,25,2025,1
1895,15302,25,2019,4
1896,16446,25,2019,4
1897,16199,33,2029,1
1898,17362,33,2025,2
1899,16419,24,2025,1
1900,16447,31,2022,4
1901,16636,57,2021,2
1902,17025,41,2021,1
1903,16013,45,2022,3
1904,17587,45,2025,1
1905,18964,45,2029,3
1906,15848,45,2023,1
1907,2622,45,2020,2
1908,11369,45,2026,1
1909,15659,45,2022,4
1910,16625,50,2029,4
1911,14212,55,2026,4
1912,16954,55,2030,1
1913,22309,55,2021,4
1914,16166,66,2024,4
1915,21513,66,2029,2
1916,33893,66,2029,3
1917,16676,65,2020,4
1918,18388,70,2021,1
1919,17431,70,2021,1
1920,15200,70,2028,3
1921,16688,71,2022,2
1922,12597,72,2021,1
1923,16121,72,2027,3
1924,4082,78,2019,4
1925,16552,78,2026,3
1926,16616,82,2021,3
1927,16128,1,2023,4
1928,16300,1,2029,3
1929,16802,1,2026,1
1930,16463,3,2030,3
1931,16145,4,2024,4
1932,16146,4,2020,2
1933,2044,4,2028,3
1934,16149,4,2029,3
1935,16547,7,2020,2
1936,36591,7,2026,2
1937,17164,7,2020,4
1938,15183,7,2020,4
1939,16404,7,2027,1
1940,28145,7,2027,1
1941,16781,6,2023,1
1942,16535,6,2027,1
1943,16748,8,2028,2
1944,16768,8,2024,4
1945,16439,8,2026,2
1946,16824,13,2027,1
1947,15484,5,2028,4
1948,16044,11,2029,3
1949,15601,11,2021,2
1950,16227,11,2019,1
1951,32849,11,2027,1
1952,18832,11,2029,4
1953,16914,11,2025,4
1954,16266,11,2026,2
1955,14373,15,2019,4
1956,16118,17,2026,1
1957,16536,10,2027,3
1958,6800,19,2026,3
1959,16335,16,2025,3
1960,14238,16,2026,3
1961,15556,23,2028,3
1962,14652,18,2027,3
1963,15657,44,2030,4
1964,16765,44,2020,4
1965,24859,38,2027,3
1966,17137,38,2020,2
1967,12570,38,2024,4
1968,14731,38,2025,3
1969,6744,38,2021,1
1970,37314,38,2024,1
1971,16734,24,2024,1
1972,16662,24,2019,1
1973,15915,43,2022,4
1974,16830,43,2028,3
1975,12726,40,2028,2
1976,10081,40,2023,4
1977,17785,45,2023,3
1978,16079,45,2019,3
1979,14680,32,2027,2
1980,21892,32,2027,1
1981,7637,56,2029,2
1982,78,56,2027,1
1983,156,56,2028,2
1984,18358,56,2027,2
1985,13603,56,2027,3
1986,6884,56,2027,3
1987,20215,56,2021,3
1988,15941,56,2019,2
1989,24527,56,2019,2
1990,18615,56,2030,3
1991,33981,56,2023,1
1992,13278,56,2025,4
1993,6889,56,2027,2
1994,16106,56,2025,4
1995,16606,61,2029,2
1996,16175,61,2029,4
1997,16902,64,2026,4
1998,19355,64,2027,2
1999,32247,64,2020,2
2000,15821,64,2025,1
2001,19487,64,2019,3
2002,10571,64,2023,3
2003,15597,59,2025,4
2004,16630,67,2026,2
2005,16878,51,2022,2
2006,15403,62,2022,2
2007,16860,49,2027,2
2008,14934,72,2024,1
2009,13884,1,2025,4
2010,17783,7,2020,2
2011,14828,7,2026,2
2012,2995,7,2030,2
2013,15896,6,2022,1
2014,24492,8,2026,2
2015,14970,8,2026,3
2016,18605,8,2024,4
2017,17019,9,2019,3
2018,16924,9,2020,3
2019,22503,5,2022,3
2020,16785,11,2021,2
2021,16923,11,2027,4
2022,14049,29,2027,1
2023,19205,29,2028,2
2024,28194,29,2028,3
2025,16588,15,2021,4
2026,15950,10,2025,2
2027,12679,10,2030,4
2028,16751,10,2027,3
2029,16216,27,2024,1
2030,16061,27,2029,2
2031,15924,23,2029,4
2032,16660,18,2022,3
2033,16692,44,2020,4
2034,23268,44,2021,1
2035,16165,44,2026,4
2036,15395,38,2030,2
2037,1617,25,2022,3
2038,16933,33,2024,1
2039,16286,22,2030,1
2040,7924,31,2020,2
2041,39403,31,2023,2
2042,13124,31,2030,4
2043,18872,31,2022,4
2044,15186,31,2027,4
2045,16637,31,2019,4
2046,16381,31,2028,4
2047,71,31,2029,1
2048,17848,31,2028,3
2049,17355,31,2022,4
2050,36591,31,2026,4
2051,17164,31,2025,4
2052,15183,31,2024,2
2053,16404,31,2029,2
2054,28145,31,2022,2
2055,16159,21,2020,3
2056,16694,52,2029,1
2057,14719,57,2030,2
2058,17026,57,2019,3
2059,13348,57,2020,1
2060,13292,57,2026,2
2061,16913,57,2027,1
2062,16970,40,2024,4
2063,16982,61,2020,1
2064,16632,61,2030,3
2065,22646,56,2023,2
2066,22125,56,2029,4
2067,16395,59,2025,1
2068,17035,65,2028,4
2069,15396,60,2020,2
2070,24600,60,2023,2
2071,2513,60,2023,2
2072,33828,60,2026,1
2073,9527,78,2025,3
2074,16008,78,2026,2
2075,16725,78,2019,2
2076,17639,78,2023,3
2077,16456,77,2027,4
2078,16817,85,2023,2
2079,17070,1,2023,4
2080,16403,1,2023,2
2081,17073,1,2029,2
2082,17205,3,2026,1
2083,14770,3,2025,4
2084,17143,4,2029,4
2085,16408,4,2020,2
2086,16934,4,2024,3
2087,17067,4,2019,3
2088,16971,4,2019,1
2089,11428,2,2027,2
2090,17655,2,2030,2
2091,16219,7,2021,1
2092,15609,7,2030,3
2093,16790,7,2020,3
2094,17009,7,2029,4
2095,17039,6,2020,3
2096,17141,6,2029,1
2097,17194,8,2029,2
2098,16985,8,2027,1
2099,9527,13,2030,1
2100,16008,13,2029,4
2101,16725,13,2025,4
2102,17639,13,2023,3
2103,16011,9,2030,3
2104,16633,9,2023,3
2105,16976,5,2020,1
2106,10953,5,2022,2
2107,17050,11,2019,1
2108,16380,29,2028,2
2109,18840,29,2027,2
2110,17082,29,2030,1
2111,34715,15,2026,2
2112,44030,15,2022,1
2113,16862,15,2028,4
2114,13155,15,2026,3
2115,17315,15,2021,4
2116,17171,15,2030,2
2117,17111,15,2024,1
2118,17186,12,2030,1
2119,34196,12,2019,3
2120,16210,10,2026,2
2121,15421,27,2029,3
2122,16789,19,2024,1
2123,16719,19,2024,1
2124,22225,14,2025,2
2125,16922,14,2029,1
2126,17001,18,2020,4
2127,41083,18,2023,2
2128,18677,18,2024,2
2129,18515,18,2022,1
2130,20502,18,2022,4
2131,16701,16,2026,4
2132,22248,16,2027,3
2133,18788,16,2028,4
2134,13641,16,2022,3
2135,12513,23,2026,2
2136,17007,23,2022,4
2137,13213,28,2021,3
2138,12185,28,2020,4
2139,16989,30,2024,4
2140,17880,30,2025,2
2141,17147,30,2023,4
2142,15377,44,2023,2
2143,16433,38,2022,1
2144,14520,38,2023,2
2145,2285,25,2022,2
2146,15501,25,2021,3
2147,1156,33,2030,4
2148,24859,33,2022,3
2149,17137,33,2022,2
2150,12570,33,2020,1
2151,14731,33,2023,1
2152,6744,33,2019,1
2153,37314,33,2025,2
2154,17053,24,2029,2
2155,38882,24,2027,2
2156,17008,57,2027,4
2157,17061,20,2025,1
2158,16778,69,2025,4
2159,6801,42,2021,4
2160,10298,42,2025,4
2161,2454,42,2029,4
2162,16624,61,2022,2
2163,14637,61,2023,4
2164,6339,61,2030,1
2165,16169,61,2030,4
2166,6730,61,2022,1
2167,16265,45,2027,3
2168,23087,45,2022,4
2169,17861,45,2022,4
2170,20342,45,2023,3
2171,14469,45,2021,2
2172,161,46,2019,4
2173,15304,46,2026,3
2174,2292,54,2029,2
2175,1803,54,2025,2
2176,11207,54,2024,1
2177,23500,54,2020,1
2178,17166,54,2027,3
2179,17043,56,2020,2
2180,19045,47,2030,4
2181,23596,47,2027,4
2182,135,47,2019,4
2183,24905,47,2025,4
2184,34535,47,2024,3
2185,17328,47,2021,2
2186,8975,47,2029,1
2187,5513,47,2025,2
2188,7382,48,2029,4
2189,24859,51,2025,1
2190,17137,51,2028,2
2191,12570,51,2020,2
2192,14731,51,2030,2
2193,6744,51,2026,1
2194,37314,51,2026,4
2195,16013,71,2023,3
2196,17587,71,2024,3
2197,18964,71,2020,4
2198,15848,71,2026,4
2199,2622,71,2019,3
2200,11369,71,2027,3
2201,17114,83,2023,2
2202,16874,58,2020,2
2203,16648,85,2020,3
2204,17025,1,2024,3
2205,17048,3,2021,3
2206,13574,3,2026,1
2207,32143,3,2019,1
2208,28452,3,2025,4
2209,32859,3,2021,1
2210,17169,3,2024,1
2211,17151,2,2027,3
2212,14408,2,2028,4
2213,14631,2,2026,3
2214,16965,7,2029,2
2215,16876,6,2027,1
2216,17255,6,2030,1
2217,17292,8,2025,4
2218,17342,13,2019,2
2219,15138,9,2030,3
2220,6602,9,2021,2
2221,17693,5,2020,3
2222,17820,5,2021,1
2223,17206,5,2020,3
2224,27694,5,2024,1
2225,20631,5,2020,1
2226,33241,5,2020,3
2227,17029,11,2030,3
2228,16939,29,2020,4
