developer_id,developer_name,developer_inn,developer_ogrn,active_projects,total_construction_volume,living_construction_volume,avg_project_floors,regions_count
17476,СЗ ПИК БАЙКАЛА,0300018055,1230300007607,3,84148.18,57080.89,14.67,1
13618,СЗ СИГМА-2,6165229682,1216100018199,1,84086.52,35655.68,16.00,1
37882,СЗ КРОНУНГ СОЛНЕЧНОЕ 1,7813680980,1247800065369,4,84056.21,41109.78,11.50,1
38043,СЗ СПК,7606131741,1227600015015,9,83910.16,49313.37,10.78,1
14491,СЗ 45-Й КВАРТАЛ,6678110379,1206600067849,6,83894.11,53430.49,4.67,1
16857,СЗ ЭЛЕМЕНТ 1,7813671417,1237800037672,1,83736.00,0.00,10.00,1
12067,СЗ СК УНИСТРОЙДОМ-3,1657246517,1181690046735,1,83706.33,48269.34,20.00,1
17938,СЗ ВЕСТА,7203561244,1237200014567,2,83554.75,54265.60,26.00,1
530,СЗ ПРОГРАНД,7702549732,1057746693157,3,83468.32,36623.60,17.67,1
18255,СЗ МАКРОСТРОЙ ДЕВЕЛОПМЕНТ,3910005976,1213900009069,23,83462.40,50447.10,5.00,1
13689,СЗ ВОСТОК,1700001629,1211700001050,15,83455.83,51647.54,6.67,1
6638,СЗ ТПУ РАССКАЗОВКА,7701387398,1147746148538,2,83452.87,48812.90,21.00,1
15689,СЗ РЕВЕРС,7728495224,1197746747660,11,83375.76,0.00,8.27,1
14773,СЗ САМОЛЕТ-ОЛИМП,7722635669,1087746000594,2,83257.35,43248.58,13.50,1
19697,СЗ ИКАР ГРУПП,7453332744,1197456054905,2,83198.80,47241.10,19.00,1
24846,СЗ ВЕКТОР,7810842382,1117847418556,1,83194.18,38101.30,13.00,1
18447,СЗ ХАЙДАУТ,7729058636,1027739319420,1,83172.00,50144.30,52.00,1
22302,СЗ ДОМ АРТ,2700032266,1242700008946,7,83163.68,55623.70,11.00,1
19211,СЗ ПРОЕКТ-С-47,7500014558,1237500007018,7,83067.42,56523.17,18.00,1
2144,СЗ ФЛАВОСИНТЕК,7728038193,1027739242882,1,83053.20,33618.80,31.00,1
3028,СЗ НОВОЕ СТРОИТЕЛЬСТВО,0105008695,1020100702643,1,83047.10,45177.90,17.00,1
17798,СЗ ЗВЕНИГОРОДСКАЯ ИНВЕСТ,9705157744,1217700332321,1,82947.00,57206.80,66.00,1
2217,СЗ ИМПЕРИЯ,5406433830,1085406010381,3,82917.69,45699.14,24.33,1
16128,СЗ ТЕКТА-НАГОРНАЯ,9729043023,5167746408000,1,82914.60,54797.60,30.00,1
19253,СЗ ГЛОБАЛМЫТИЩИ,1685011450,1231600025535,1,82905.75,37483.52,23.00,1
19378,АКВАМАРИН КАПИТАЛ,0571021171,1220500012083,2,82858.20,55897.20,16.50,1
40394,СЗ ГАММА,1500012430,1231500004691,4,82750.40,13428.40,5.00,1
33025,СЗ СТРОЙЛЮКС,7203304600,1147232006437,4,82683.64,52098.81,15.75,1
18363,СЗ СУ-17,0274985180,1240200006507,4,82621.76,52290.58,9.00,1
11105,СЗ САМОЛЕТ-МЫТИЩИ,5024186378,1185053015740,1,82557.00,53301.29,18.00,1
13446,СЗ ИСКРА,7703429621,1177746644646,4,82536.80,56983.20,24.25,1
18001,СЗ БАШНИ НА ФРУНЗЕ,5407977864,1205400013994,1,82443.78,40193.70,33.00,1
13907,СЗ ПЕРСПЕКТИВНЫЕ РЕШЕНИЯ,7715988656,1147746026801,1,82236.80,44228.40,34.00,1
36697,СЗ НОВЫЙ ЯМБУРГ,4707021940,1044701428298,4,82162.00,62588.39,3.75,1
3298,"ОРДЖОНИКИДЗЕ, 44",7825665048,1027800556519,3,82141.00,0.00,27.00,1
21107,СЗ ЛЕТО НА ТИТОВА,6671284023,1236600056934,2,82099.30,52121.00,28.00,1
17261,СЗ ИНВЕСТГРУПП,2301101687,1202300030459,7,82097.03,29402.17,6.00,2
14049,"СЗ ТУХАЧЕВСКОГО, 80",2536328492,1212500014462,4,81958.15,50293.07,18.25,1
17875,СЗ АН ИНВЕСТИЦИИ,2301109816,1232300040411,4,81949.20,0.00,5.75,1
260,СЗ МИЦ-МИЦ,7702271396,1037739460395,2,81939.78,61454.64,23.00,1
10228,СЗ ГЛОРИ,7718083824,1027739733328,1,81884.30,46597.10,28.00,1
20794,СЗ РАЗВИТИЕ КУРОРТОВ КМВ,2632123297,1242600000543,9,81882.35,37865.09,6.33,1
3706,СЗ КИРОВСКИЙ ССК,4345146992,1064345114096,9,81767.40,55310.80,16.22,1
17554,СЗ ЖК АРБЕКОВСКАЯ ЗАСТАВА,9729219816,1187746005908,2,81709.40,56174.34,19.00,1
18405,СЗ ЖИЛЬЕ,5836312033,1065836024572,2,81703.42,56174.95,19.00,1
16379,СЗ ДАРС-ВОСТОК,2721255400,1222700014404,2,81648.85,52880.72,11.00,1
18996,СЗ ГОЛОС.КОСМОС,7448211504,1187456017847,2,81613.60,42732.00,17.00,1
21559,СЗ СТ-3,4707050067,1234700008718,2,81399.42,55528.13,13.00,1
6127,ПРОГРЕСС.СЗ,5433964607,1175476111469,4,81388.53,46894.94,24.50,1
8558,СЗ ПИОНЕР-1,7704454300,1187746418530,1,81181.78,47618.51,26.00,1
1535,СЗ КБР СТРОЙ-ИПОТЕКА,0721020518,1070721000811,4,81017.78,49298.36,12.00,1
16876,СЗ ЯНИНО,7843020846,1227800057100,4,80981.96,57144.60,16.25,1
25165,СЗ ГОЛОС.ПРИТЯЖЕНИЕ,7448255156,1237400047191,2,80946.76,42900.40,13.50,1
658,СЗ МЕГАПОЛИС-СТРОЙ,3250518136,1103256002190,3,80787.44,50929.82,16.67,1
16959,СЗ МАСШТАБ,6234195451,1216200004173,11,80658.49,36321.87,7.73,1
14232,СЗ ЗАЛИВ,2540255832,1202500009337,25,80642.55,50984.67,3.68,1
18760,СЗ СИБИРСКИЙ,7203562512,1237200016096,2,80593.80,43895.16,18.00,1
12698,СЗ ССД МСК ВОСТОК,7707436820,1197746754590,7,80489.06,57777.78,4.00,1
20350,СЗ РАЗВИТИЕ,7203545130,1227200016999,4,80262.40,38009.80,18.50,1
17152,СЗ МОЛОТ,5904378356,1195958035525,2,80160.80,42464.50,31.00,1
15089,ГОРСТРОЙТОРГ,2016004886,1192036005468,6,80082.20,38648.80,15.67,1
13562,СЗ ГРАНЕЛЬ ГОРОД,7751184989,1207700323478,6,79978.19,57682.76,7.00,1
13505,СЗ БОРИСОВСКИЕ ПРУДЫ,7714983239,1177746289005,1,79906.10,47005.70,31.00,1
30522,СЗ АТРИУМ,3812166372,1253800006646,2,79900.51,13774.48,17.00,1
2895,СЗ СТК-59,1501035052,1031500150318,7,79765.52,31546.85,11.71,1
39305,СЗ БИЗНЕС КОНТАКТ,7727435367,1197746722480,1,79692.37,42752.91,58.00,1
12119,СЗ КЛЕВЕР ПАРК,7203363490,1157232042274,7,79659.43,53311.61,15.29,1
16166,СЗ НОВОСТРОЙ,0725005800,1110725001265,4,79631.20,57257.28,13.00,1
21607,СЗ КК ЛУЧИСТЫЙ,9110031960,1239100004989,8,79545.31,37107.64,9.25,1
18754,ИДК ЭНКО,7202247691,1137232029890,4,79527.75,48062.75,27.75,1
10770,СЗ СДК,9102264697,1209100006796,2,79466.08,21337.82,19.50,1
12758,СЗ СТРОЙГРАД-КМВ,2636219000,1212600005243,6,79364.40,55045.20,13.33,1
15226,СЗ САМОЛЕТ-САБУРОВО-1,5027298746,1215000082395,2,79360.77,48416.64,10.00,1
13836,СЗ СТЭК-ПАРК,0274960549,1200200058189,1,79246.24,34668.80,24.00,1
2846,СЗ ДУБЛЬ Л-РИЭЛТ,6455029861,1026403677167,8,79055.03,48755.17,6.50,1
20166,СЗ ГРАНИ,7720914875,1237700851640,2,78995.00,47642.70,32.00,1
13937,СЗ АГРОТЕХНОЛОГИИ,0725001570,1100725000089,2,78935.18,54109.75,17.00,1
299,СЗ СТРОИТЕЛЬНАЯ ИНИЦИАТИВА,2221040076,1022200911490,4,78874.40,4126.80,10.25,1
23246,ДВА КОНТИНЕНТА. ЕКАТЕРИНБУРГ,6671297047,1246600013880,1,78791.50,47977.60,27.00,1
1229,СЗ СТРОЙМАСТЕР,4826071443,1104823003339,4,78731.77,44972.97,16.25,1
7894,СЗ ЦЕНТР-КОМ,5038065817,1085038014082,1,78724.91,34132.66,25.00,1
17592,ООО СЗ МОНОЛИТ,7726476603,1217700197362,2,78723.68,52395.98,26.00,1
15396,СЗ СТРОЙКОМ,7743341691,1207700209782,1,78707.68,43538.90,17.00,1
18397,СУ 19,2318022602,1022302791884,3,78535.32,15985.78,10.00,1
12949,СЗ СЭТЛ ОКТЯБРЬСКАЯ,7810747019,1197847001230,2,78509.11,34914.92,10.00,1
15353,СЗ КРЯЖ,6312211449,1226300005205,4,78272.21,47392.11,11.00,1
734,СЗ ВЛАДАВТОРЕСУРС,3327122570,1143327003500,2,78240.00,42225.40,18.00,1
16213,СЗ СУРИКОВ,2460122682,1232400000711,2,78217.10,41277.60,25.00,1
18838,СЗ ГРАНД,5001135962,1205000089128,1,78214.81,0.00,22.00,1
12726,СЗ ГАЛАКТИКА,2901304671,1212900001225,3,78193.48,48315.28,17.00,1
16163,СЗ НЕБО,2721246974,1202700008367,1,77988.84,37247.20,25.00,1
6769,ДЖИ.И.АР. БРОКЕР,5406312306,1055406142758,2,77974.04,15540.96,25.00,1
6800,СЗ КОМФОРТИНВЕСТ,7714909436,1137746559268,4,77890.90,49670.10,10.00,1
16652,СЗ СИЛИКАТДЕВЕЛОПМЕНТ,7734440512,1217700055539,1,77735.60,0.00,30.00,1
15772,СЗ СЕВЕРНЫЙ ГОРОД,7801720123,1237800003561,3,77731.94,39117.44,15.00,1
19246,СЗ СК-12,0275931710,1230200039497,7,77679.57,50376.17,15.43,1
26972,СЗ КОМПАНИЯ 2К,9725132650,1237700572669,1,77627.00,41373.70,47.00,1
924,СЗ ПРОСТОРНАЯ ДОЛИНА,7725299158,5157746142901,6,77330.98,15983.81,11.50,1
16548,СЗ ПРОГРЕСС АЛЬФА,6671259757,1236600009557,3,77075.71,50070.50,22.00,1
17833,СЗ ПРОЕКТ-СТРАНА-3,6500004710,1226500003597,9,77014.54,50020.94,12.67,1
22404,СЗ ТКН-НЕДВИЖИМОСТЬ,6150101714,1216100030926,2,77013.95,43880.65,26.00,1
19482,СЗ ЗАВОДСКАЯ-1,5038177415,1235000053100,4,76921.90,53161.58,24.75,1
23540,СЗ ЯБЛОНОВСКИЙ,0100007105,1230100003396,8,76732.83,40902.00,6.25,1
13611,СЗ ФЛАГМАН ИНВЕСТ,0725024471,1180726001224,3,76636.46,50023.17,10.33,1
138,СЗ РУС,7530008329,1027501178022,5,76610.00,43637.10,14.20,1
11541,КОМОССТРОЙ КРАСНАЯ ГОРКА СЗ,1831194501,1191832011535,6,76574.70,54870.00,18.83,1
13882,СЗ ГРАНЕЛЬ МОНОЛИТ,5018198590,1195081007208,2,76488.00,50011.07,15.00,1
22743,СЗ ЕДИНСТВО,3300003270,1233300005674,4,76413.46,44412.87,17.50,1
23322,СЗ АРТ-СИТИ,0274976475,1220200044789,2,76387.36,41742.38,26.50,1
40847,СЗ ОКТАВА,1683021069,1241600023170,1,76283.50,39795.38,21.00,1
196,ЭНКО СТРОЙ,7203395205,1167232081280,5,76133.34,51880.66,18.20,1
17675,СЗ ТРАТТА-ЦЕНТР,7743039385,1157746021730,1,76127.00,50937.00,39.00,1
2292,СЗ ЖСК,1515915160,1081515000984,4,76104.17,48326.40,8.25,1
17552,СЗ МАССАНДРА ПАРК,9102226941,1179102007864,2,76004.61,24894.56,16.50,1
11430,СЗ ТАЛАН-РЕГИОН-31,1841087700,1191832016199,3,75955.48,48320.20,18.67,1
14907,СЗ ЖК УМНЫЙ ДОМ ЛИТЕРА 10,0278968789,1210200037772,2,75953.70,35727.80,26.00,1
9266,СЗ ПЕРХУШКОВО-ДЕВЕЛОПМЕНТ,7705776099,1077746278280,2,75933.00,37376.40,7.00,1
15628,СЗ КВС-ПУШКИН,4706051734,1224700015484,4,75907.31,45940.79,5.00,1
12253,СЗ ЭКСТРАГРАД,7743345216,1207700288510,4,75877.70,49372.70,16.00,1
20874,СЗ ТРОИЦКЖИЛСТРОЙ,7751174839,1197746757240,6,75753.90,49560.50,13.00,1
16648,СЗ СУ-2007,9310008599,1239300007000,6,75747.86,48166.47,13.67,1
35158,СГМ СТРОЙ,9001031696,1259000000522,5,75490.73,46490.58,14.40,1
23051,СЗ СК10 №15,6163233725,1246100022904,1,75439.01,45195.15,27.00,1
602,СЗ БЕРЕНДЕЙ,5016018436,1095038004610,28,75386.57,62840.85,3.00,1
16660,СЗ ИКАР ЗАПАД,7453338538,1207400044378,9,75297.78,46560.99,5.44,1
17164,СЗ ИНВЕСТСТРОЙ,5837084358,1235800006518,2,75255.37,40272.31,21.00,1
17001,СЗ СИРИУС,7453348790,1227400036885,4,75219.17,48869.59,19.00,1
16802,СЗ ЭС АЙ ЭС ДЕВЕЛОПМЕНТ,7722490780,1207700291996,3,75122.64,34736.98,14.33,1
8285,ИНСК СПЕЦМОНТАЖ,5007044373,1045001601677,2,74689.70,51035.70,14.00,1
7673,СЗ УЛЕЙ ДЕВЕЛОПМЕНТ,7203285756,1127232067621,3,74573.86,47667.45,18.33,1
29836,СЗ НОВАТОР-1,7203590982,1257200005589,2,74564.20,42783.71,15.00,1
14382,СЗ ЦЖС,6670314878,1156658007659,1,74443.64,37589.58,20.00,1
9042,СЗ РАСЦВЕТАЙ НА КРАСНОМ,5406655430,1105476104084,2,74398.90,43467.10,32.50,1
12118,СЗ ОЛИМП-Н,3460078019,1203400001265,4,74335.60,49630.40,18.75,1
14938,СЗ ССК СТРОЙ ГРУПП,2636218486,1202600014814,5,74310.00,25240.70,6.60,1
5159,СЗ ДОНСТРОЙ,6316056963,1036300551979,1,74309.10,37531.80,25.00,1
2916,СЗ-21 ЮСИ,2635224494,1162651079403,6,74150.50,42704.10,10.17,1
31640,СЗ НИКС НА ЭНТУЗИАСТОВ,7451466372,1237400044265,1,74094.90,28536.00,32.00,1
16827,СЗ РЕНОВАЦИЯ-БАЛАШИХА,5027300762,1215000110324,4,73809.90,49087.02,19.75,1
15572,СЗ ТКФ СТРОИТЕЛЬ,3661003197,1033600042277,3,73723.20,49523.92,17.67,1
15610,СЗ ДОНСТРОЙ,6319194231,1156313013669,1,73669.50,47379.60,25.00,1
9123,СЗ СОДРУЖЕСТВО,2801202330,1142801009999,3,73652.46,41556.38,27.33,1
21053,СЗ РСП,9303036299,1249300002380,5,73496.14,31095.35,13.20,1
10263,ПДСФ АГРОДОРСТРОЙ ООО,2015037423,1032001204036,6,73480.53,33585.54,12.50,1
12168,МАЯК,0608022400,1130608000731,5,73401.55,40489.95,10.60,1
15267,СЗ АСС,2309155229,1172375037251,4,73347.06,48571.25,14.00,1
2089,СЗ КОШЕЛЕВ - ПРОЕКТ САМАРА,6312134360,1136312010999,7,73340.20,41473.50,16.86,1
967,СЗ ФИЛАТОВ ЛУГ,7708305161,5167746372701,2,73012.58,50890.40,20.50,1
1651,КОЛЬЦО,6316177069,1126316006431,1,72805.17,49453.95,33.00,1
36423,СЗ ЮГРЕСУРССТРОЙ,9500030602,1259500001584,4,72784.44,43397.97,11.75,1
5443,СЗ ИНВЕСТСТРОЙГРУПП,5040069939,1065040010463,12,72755.40,59580.60,5.00,1
16834,СЗ СЕЛИГЕРСКИЙ,9705160970,1217700514877,1,72600.80,51060.80,43.00,1
9532,СЗ СЕРЕДНЕВО,7714911058,1137746624828,1,72592.80,45628.80,17.00,1
16762,СЗ БЕЛЫЙ ГОРОД,3100000962,1223100006359,4,72545.22,43121.29,9.25,1
33548,СЗ А. ЛИНЁВА,9403032097,1249400009616,6,72493.90,45592.49,12.00,1
184,РИМЭЛИТСТРОЙ,5405422024,1105476067993,1,72449.90,30424.20,22.00,1
23699,СЗ УЛИЦА ХАДИ ТАКТАША,7703469230,1197746011253,2,72428.68,48843.06,25.50,1
22178,СЗ ПАРК РАЗВЛЕЧЕНИЙ,7708398448,1217700419001,1,72401.10,45901.00,28.00,1
13195,НЬЮТОН ДЕВЕЛОПМЕНТ,7724494477,1197746701932,1,72339.50,0.00,32.00,1
23517,ЗАСТРОЙ СПЕЦЗАСТРОЙЩИК,7813654242,1217800091190,10,72252.47,41111.11,9.70,1
7669,СПЕЦГАЗСТРОЙ,7704307104,1157746150858,2,72236.00,51406.60,18.00,1
14928,СЗ ОТРАДА ВИЛЛАДЖ,5024087680,1075024004725,4,72183.30,42119.30,10.00,1
28896,СЗ ПРОМЕТЕЙ,9108004367,1149102063274,9,72037.75,0.00,6.56,1
17490,СЗ УЛИЦА БОТАНИЧЕСКАЯ,1686029299,1231600034819,2,72033.40,33246.00,14.50,1
8411,СЗ ФЛАЙ ПЛЭНИНГ,7453326701,1197456009178,5,71986.45,47552.69,8.00,1
17568,СЗ СЕМНАДЦАТЫЙ КВАРТАЛ,5902146769,1045900084581,1,71951.50,40970.70,15.00,1
11700,СЗ СМТ,7743321180,1197746652113,1,71919.40,47284.30,21.00,1
21994,СЗ АТЛАС ТИТОВА,6671292754,1246600005398,1,71881.98,50396.18,29.00,1
284,СЗ МИК,1326183513,1021300979127,5,71620.15,45733.66,18.40,1
3295,СЗ КОМ-БИЛДИНГ,3444118218,1043400339432,5,71534.80,33161.09,18.80,1
18037,СЗ СИВЕРСА,6150100975,1216100005054,2,71514.19,41019.06,9.00,1
7956,СЗ ПРЕСТИЖ,7842405353,1097847073543,1,71316.90,31747.94,11.00,1
14459,СЗ Ю-ДЕВЕЛОПМЕНТ,2724226895,1182724002900,5,71290.32,33966.89,18.20,1
18738,СЗ ГОРАКС,7725270350,1157746357801,2,71240.84,58097.90,17.00,1
14572,СЗ ПАРИТЕТ,9705093145,1177746323622,1,71230.00,0.00,18.00,1
10667,СЗ ВИРА НА КОМИНТЕРНА,5401982272,1185476013360,1,71119.80,18134.70,15.00,1
27695,СЗ ГРАНД АВЕНЮ,0274394847,1250200014734,2,70982.17,46171.22,29.50,1
17869,СЗ НИКОЛЬСКАЯ КОЛЛЕКШН,0272921840,1230200021281,3,70947.32,35443.34,24.33,1
18667,СЗ РАЗУМ НА ТИТОВА,3000010879,1233000006425,2,70900.44,46612.20,29.00,1
15157,СЗ МИЦ-6,9705166315,1227700121516,4,70888.13,53972.00,19.00,1
44595,СЗ СИБГРАД ПАРК,5501293396,1265500005594,5,70701.00,44127.20,19.60,1
40681,СЗ АЛЬТЕРНАТИВА,4400020175,1244400002307,1,70684.31,35266.30,9.00,1
2171,СПЕЦЗАСТРОЙЩИК ТСИ,1656078980,1141690063052,4,70645.40,41759.69,10.75,1
10324,СЗ СОЮЗ-СЕВЕР,2224201116,1192225040138,3,70511.20,53280.80,18.00,1
13572,СЗ РУТ,2311307895,1202300042251,6,70401.14,48101.88,8.50,1
2869,АРСЕНАЛ ГРУПП,4703142302,1144703003840,2,70365.54,35096.53,13.00,1
11984,СЗ ОСТАНКИНО,9715337922,1197746097262,1,70269.72,42588.20,30.00,1
3282,СЗ ТЦС РАЗВИТИЕ,3664043840,1033600030727,2,70174.14,45645.63,18.00,1
15449,СЗ НОВА-СТРОЙ,1513078614,1191513007014,6,70162.10,36359.60,12.67,1
17379,СЗ ГРУППА,2543154582,1212500000085,1,70098.10,37837.06,24.00,1
17269,СЗ ТЕМЕЛ,2536328661,1212500015640,1,70004.00,40260.60,25.00,1
18664,СЗ ПРОСТРАНСТВО - СТРОЙ,3000006992,1233000002520,2,69985.97,43003.83,25.50,1
17608,СЗ СТАТУС,5038164977,1225000060416,2,69830.75,37518.50,25.50,1
17033,СЗ ЧЕТЫРЕ ГОРИЗОНТА,7806567158,1197847231515,1,69803.60,26677.90,14.00,1
17491,СЗ РАДИУС,1686029098,1231600033730,5,69787.44,47740.20,16.40,1
11023,СЗ ГКС,1101168940,1201100003081,4,69741.70,50035.60,14.00,1
3015,СЗ СИБСЕЛЬМАШ,5404200318,1025401489244,1,69626.40,39313.30,24.00,1
18569,СЗ ПРОФИ-ПЕРВОМАЙСКАЯ,5038175915,1235000040230,2,69612.77,38024.83,15.50,1
1504,СЗ ФИНПРОЕКТ,5904151980,1065904124846,6,69576.00,49199.50,10.67,1
1542,СЗ ГСК АРБАН,2460068548,1052460039334,2,69529.50,35324.40,19.50,1
29750,СЗ СОЛНЕЧНАЯ,9311026992,1249300021079,5,69414.21,42870.95,12.20,1
21966,СЗ ПРАКТИКА-А,6671291101,1236600077944,3,69332.06,39142.34,28.33,1
23178,СЗ ЗАПАДНЫЙ ПРОСПЕКТ 82,9109026814,1219100016915,1,69288.87,32692.81,23.00,1
20577,СЗ ЛЕВЫЙ БЕРЕГ,3602011975,1183668018599,2,69064.50,41969.30,26.00,1
12912,СЗ СТРОИТЕЛЬ-ЮГ,2310128974,1072310014303,2,69032.47,32627.10,12.00,1
7348,СЗ КОНГРАДА,1655395672,1171690121888,2,69019.60,34511.51,17.50,1
3846,СЗ СТРОЙГРУПП-07.,0725018380,1160726050946,4,68953.13,47012.97,8.00,1
13059,СЗ ЛИСТСИТИ,5610240690,1215600000670,3,68925.88,44811.59,23.33,1
2415,СЗ ГЛОБУС,6215031641,1176234020159,4,68834.88,36700.78,13.75,1
14373,СЗ ЗОДЧИЕ,3664074936,1063667255277,2,68583.17,37387.84,29.00,1
17858,СЗ ТЕРМИНАЛ,2901250659,1142901008799,1,68575.88,44036.81,29.00,1
7904,СЗ ГОЛДГЕОПРОМ,7536170310,1187536001256,3,68551.11,39911.27,16.00,1
14015,СЗ ТАЛАН-РЕГИОН-45,2543103122,1162536087108,5,68524.12,44016.50,20.40,1
13408,СЗ СОЮЗ-АЛУШТА-1,9103094663,1209100013100,3,68507.43,0.00,20.00,1
17334,СЗ РАЗУМ-БОЕВАЯ,3000006520,1233000002069,5,68492.16,45310.96,18.00,1
11193,СЗ ЮПИТЕР,7203378344,1167232061347,3,68339.52,45734.52,21.00,1
1028,СЗ ИК ПАРАПЕТСТРОЙ,3810331790,1133850025407,5,68245.19,49122.33,9.00,1
32694,СЗ Ч1,5800014019,1255800002138,2,68215.00,48604.56,18.00,1
19158,СЗ КВАНТ РЗВ,3662309389,1243600005527,3,68174.31,48447.36,19.00,1
19244,СЗ ТАЛАН-РЕГИОН-54,1800002295,1231800012575,1,68062.00,48362.20,25.00,1
13623,СЗ БЛИЗКИЙ,1657261674,1201600041169,3,68005.20,34514.52,5.00,1
19516,СЗ НОВЫЙ РАЙОН,2901310516,1222900004150,7,67937.85,43611.46,7.43,1
18418,СЗ ФДБ,3702240591,1203700005772,8,67925.08,45278.47,10.00,1
16765,СЗ ДВ КРИСТАЛЛ 2,2700005880,1232700002391,5,67899.12,44572.13,11.00,1
31232,СЗ ПРАКТИК,2635258341,1232600010191,6,67813.00,35453.30,15.17,1
12761,СЗ МАЛЫШЕВА,6679139758,1216600006017,3,67673.23,35451.52,34.00,1
31802,СЗ ГАРМОНИЯ,0274389491,1240200030212,1,67666.61,37135.40,28.00,1
1640,СЗ СТРОИТЕЛЬ,1841052048,1151841005271,5,67646.70,35353.20,13.20,1
537,СЗ КОРТРОС-ПЕРМЬ,5902197019,1055900309497,3,67593.99,38820.27,15.33,1
19451,СЗ ПМ-ДЕВЕЛОПМЕНТ,9714056333,1247700543408,1,67413.00,43837.00,26.00,1
1491,СЗ ВЕСЁЛОВКА-4,5836658151,1135836003654,5,67359.40,42500.60,11.00,1
3224,СЗ СТОЛИЦА,7452143582,1177456075367,3,67350.77,39942.19,21.00,1
727,МЕГАПОЛИС ГРУП,7703820909,5147746296253,1,67338.10,27222.60,76.00,1
40661,СЗ РОДИНА-ПАРК,0278983346,1240200020455,1,67283.50,41707.00,26.00,1
17274,СЗ НКП,1200010470,1231200002131,3,67279.67,39759.73,10.00,1
30414,СЗ ПРОФСТРОЙ ГРУПП,5038188054,1245000033112,1,67272.95,32647.45,25.00,1
13794,СЗ ПРОМСТРОЙ-М,4205090997,1054205204316,4,67242.40,47020.40,16.00,1
11547,СЗ ПОРТАЛ,7813298435,1187847018237,4,67229.78,47358.12,17.00,1
14652,СЗ ТРЕСТ-17,7447295195,1207400020332,1,67094.00,45747.40,26.00,1
43859,СЗ МДЦ-СТРОИТЕЛЬСТВО,1686056373,1261600006645,1,67088.29,32713.91,25.00,1
27767,СЗ 17-Я ЛИНИЯ,7801720846,1237800015705,2,66928.63,33024.69,11.00,1
15171,СЗ ОНИКС,5904385025,1205900023999,2,66730.00,20738.50,7.00,1
10844,СЗ ТПУ ЭЛЕКТРОЗАВОДСКАЯ,9701052148,5167746212057,1,66660.90,42116.00,29.00,1
37975,СЗ ЛИНИЯ ЖИЗНИ,9303018282,1229300110050,2,66603.78,34535.20,13.00,1
37309,СЗ РАЗУМ НА УКТУСЕ,3000022909,1253000005983,1,66576.69,33130.41,23.00,1
12534,СЗ АТОМ-СУХОДОЛЬСКАЯ,6685168098,1196658071158,6,66551.02,38666.90,15.17,1
13625,СЗ ГРАНДСТРОЙ ДЕВЕЛОПМЕНТ,3808274978,1213800024470,4,66435.00,38303.58,17.50,1
16024,СЗ ДЕЛОВОЕ ПАРТНЕРСТВО,2312118428,1052307177416,3,66398.80,45880.11,17.00,1
35544,СЗ УЛЬТРАСИТИ,0277969420,1250200019453,2,66362.85,35189.54,25.50,1
12675,СЗ СЕВЕРНАЯ КОМПАНИЯ,6234145860,1156234009986,1,66038.52,44164.80,26.00,1
14048,СЗ КАТЕРНАЯ,2536330653,1212500026034,4,66001.14,40862.36,13.50,1
37905,ХИМСТРОЙ,0561002130,1020502529079,3,65966.00,33296.59,10.00,1
22201,СЗ НАНЖУЛЬ 12,2465364082,1242400023084,4,65926.79,45756.44,18.00,1
19794,СЗ ТАЛАН-РЕГИОН-48,1841106896,1221800018692,2,65925.16,35634.00,19.00,1
16880,СЗ ЖК ГРЭС,9102269462,1209100017059,8,65860.40,41882.83,7.75,1
14901,СЗ ГРАНД ДЕВЕЛОПМЕНТ,0276967204,1220200002241,1,65777.80,0.00,34.00,1
13814,ПАРУС-СТРОЙ,1513071584,1181513005288,11,65579.33,31345.92,6.55,1
12237,СЗ СТРОЙСИТИ,2635246057,1202600008380,2,65460.60,36697.30,17.00,1
5072,СЗ НАРАСТРОЙ-М,7727507100,1047796184842,3,65458.06,36367.95,14.00,1
18988,СЗ ГРИНСТРОЙ-ЮГ,6165209460,1176196043110,5,65390.86,0.00,6.60,1
17530,СЗ СЕНС.СУХАРЕВСКАЯ,7743341250,1207700201235,2,65363.90,18938.60,12.00,1
17039,СЗ АКВИЛОН ЯНИНО,7801693222,1217800003970,2,65342.34,42340.80,13.00,1
29468,СЗ ВИРА 27,5410135057,1235400015080,3,65334.25,27679.33,20.67,1
10157,СЗ ПОКОЛЕНИЕ,3665800732,1183668030820,3,65311.10,43064.30,21.00,1
41372,СЗ МЕТА-ГОГОЛЯ,5405090516,1235400047079,1,65290.15,40429.92,26.00,1
17366,СЗ ПРЕМЬЕР ПАРК ТУЛА,7100043258,1237100012005,1,65269.05,38438.02,22.00,1
2941,СЗ ИСК АВАНГАРД,2222849462,1162225082062,3,65257.10,37907.80,20.67,1
15044,СЗ МИХЕЕВА ПАРК,7100018558,1227100003349,2,65208.50,41836.80,26.00,1
17585,СЗ ВОСТОК-СТРОЙ,0554008519,1210500016870,1,65200.70,26870.10,16.00,1
17789,СЗ ФАМИЛИЯ,7100034574,1237100003084,2,65142.33,35682.29,26.00,1
7964,СЗ ГКХ,3662132710,1083668014517,2,65133.72,37660.34,23.50,1
17803,СЗ ФАРМЭЛЛИНРУС,7714599865,1057746809790,1,65025.96,0.00,23.00,1
21399,СЗ ПРИБРЕЖНЫЙДОМ,9102273620,1219100008126,7,64949.98,44134.04,9.43,1
